"timepoint, ms","fr, kHz",mark
0.119833,3.4965034965034967,delm
0.12011899999999999,3.4965034965034967,delm
0.126503,14.164305949008499,eho
0.126573,14.164305949008499,eho
0.126683,14.164305949008499,eho
0.12672,14.164305949008499,eho
0.126809,14.164305949008499,eho
0.126856,14.164305949008499,eho
0.139341,13.84083044982699,eho
0.139408,13.84083044982699,eho
0.139485,13.84083044982699,eho
0.139546,13.84083044982699,eho
0.13963,13.84083044982699,eho
0.14122099999999999,11.167512690355329,eho
0.14129999999999998,11.167512690355329,eho
0.141391,11.167512690355329,eho
0.141431,11.167512690355329,eho
0.14153,11.167512690355329,eho
0.141595,11.167512690355329,eho
0.141699,11.167512690355329,eho
0.141769,11.167512690355329,eho
0.141873,11.167512690355329,eho
0.14198,11.167512690355329,eho
0.14210399999999998,11.167512690355329,eho
0.142206,11.167512690355329,eho
0.14384,13.245033112582782,eho
0.14393699999999998,13.245033112582782,eho
0.143959,13.245033112582782,eho
0.144037,13.245033112582782,eho
0.144192,13.245033112582782,eho
0.14426,13.245033112582782,eho
0.144321,13.245033112582782,eho
0.144402,13.245033112582782,eho
0.144497,13.245033112582782,eho
0.14454599999999998,13.245033112582782,eho
0.144595,13.245033112582782,eho
0.147412,10.344827586206897,lco
0.147523,10.344827586206897,lco
0.147608,10.344827586206897,lco
0.147702,10.344827586206897,lco
0.148097,11.904761904761903,eho
0.148189,11.904761904761903,eho
0.148274,11.904761904761903,eho
0.14834899999999998,11.904761904761903,eho
0.14871299999999998,10.893246187363836,eho
0.14882099999999998,10.893246187363836,eho
0.148929,10.893246187363836,eho
0.14898599999999998,10.893246187363836,eho
0.149104,10.893246187363836,eho
0.149218,10.893246187363836,eho
0.14926699999999998,10.893246187363836,eho
0.14935099999999998,10.893246187363836,eho
0.149455,10.893246187363836,eho
0.149534,10.893246187363836,eho
0.149631,10.893246187363836,eho
0.14987499999999998,11.291460832745235,eho
0.149967,11.291460832745235,eho
0.15004099999999998,11.291460832745235,eho
0.150119,11.291460832745235,eho
0.150159,11.291460832745235,eho
0.150159,11.291460832745235,eho
0.15026799999999998,11.291460832745235,eho
0.150343,11.291460832745235,eho
0.150419,11.291460832745235,eho
0.150506,11.291460832745235,eho
0.150639,11.291460832745235,eho
0.150891,11.291460832745235,eho
0.150947,11.291460832745235,eho
0.151029,11.291460832745235,eho
0.151134,11.291460832745235,eho
0.151219,11.291460832745235,eho
0.15129199999999998,11.291460832745235,eho
0.151477,13.181019332161688,eho
0.151565,13.181019332161688,eho
0.151635,13.181019332161688,eho
0.151665,13.181019332161688,eho
0.15176699999999999,13.181019332161688,eho
0.151827,13.181019332161688,eho
0.151937,13.181019332161688,eho
0.151975,13.181019332161688,eho
0.152029,13.181019332161688,eho
0.152093,13.181019332161688,eho
0.152187,13.181019332161688,eho
0.15229099999999998,13.181019332161688,eho
0.152388,13.181019332161688,eho
0.152471,13.181019332161688,eho
0.152548,13.181019332161688,eho
0.152615,13.181019332161688,eho
0.152615,11.0573600552868,eho
0.152717,11.0573600552868,eho
0.152813,11.0573600552868,eho
0.152915,11.0573600552868,eho
0.153007,11.0573600552868,eho
0.153063,11.0573600552868,eho
0.153148,11.0573600552868,eho
0.15325,11.0573600552868,eho
0.153327,11.0573600552868,eho
0.153412,11.0573600552868,eho
0.153505,11.0573600552868,eho
0.1536,11.0573600552868,eho
0.15367899999999998,11.0573600552868,eho
0.15376499999999999,11.0573600552868,eho
0.153856,11.0573600552868,eho
0.153962,11.0573600552868,eho
0.154062,11.0573600552868,eho
0.154245,11.336515513126491,урщ
0.154326,11.336515513126491,урщ
0.154397,11.336515513126491,урщ
0.154503,11.336515513126491,урщ
0.154575,11.336515513126491,урщ
0.15464799999999998,11.336515513126491,урщ
0.154668,11.336515513126491,урщ
0.154923,11.336515513126491,урщ
0.15500899999999998,11.336515513126491,урщ
0.1551,11.336515513126491,урщ
0.155169,11.336515513126491,урщ
0.15528,11.336515513126491,урщ
0.155359,11.336515513126491,урщ
0.15545399999999998,11.336515513126491,урщ
0.155526,11.336515513126491,урщ
0.155632,11.336515513126491,урщ
0.155727,11.336515513126491,урщ
0.155804,11.336515513126491,урщ
0.155887,11.336515513126491,урщ
0.155989,11.336515513126491,урщ
0.156062,11.336515513126491,урщ
0.156169,11.336515513126491,урщ
