"timepoint, ms","fr, kHz",mark
0.145152,15.873015873015873,eho
0.145254,15.873015873015873,eho
0.14529899999999998,15.873015873015873,eho
0.145371,15.873015873015873,eho
0.14543999999999999,15.873015873015873,eho
0.145505,15.873015873015873,eho
0.145568,15.873015873015873,eho
0.1456,15.873015873015873,eho
0.14567,15.873015873015873,eho
0.145726,15.873015873015873,eho
0.14579699999999998,15.873015873015873,eho
0.145845,15.873015873015873,eho
0.148415,17.543859649122805,eho
0.148469,17.543859649122805,eho
0.148528,17.543859649122805,eho
0.148586,17.543859649122805,eho
0.148643,17.543859649122805,eho
0.154641,4.184100418410042,lco
0.15488,4.184100418410042,lco
0.156492,3.6429872495446265,lco
0.15673299999999998,3.6429872495446265,lco
0.157041,3.6429872495446265,lco
0.15747999999999998,3.0807147258163896,lco
0.157827,3.0807147258163896,lco
0.158106,3.0807147258163896,lco
0.15847699999999998,3.0807147258163896,lco
0.158859,3.0807147258163896,lco
0.159103,3.0807147258163896,lco
0.159818,5.3859964093357275,lco
0.160018,5.3859964093357275,lco
0.160184,5.3859964093357275,lco
0.160375,5.3859964093357275,lco
0.16058899999999998,10.840108401084011,eho
0.16069899999999998,10.840108401084011,eho
0.160789,10.840108401084011,eho
0.160862,10.840108401084011,eho
0.160958,10.840108401084011,eho
0.16139399999999998,2.6666666666666665,lco
0.16169699999999998,2.6666666666666665,lco
0.16214399999999998,2.6666666666666665,lco
0.163329,3.571428571428571,lco
0.16361499999999998,3.571428571428571,lco
0.16388899999999998,3.571428571428571,lco
0.16580899999999998,2.05761316872428,delm
0.166089,2.05761316872428,delm
0.16678099999999998,2.05761316872428,delm
0.16833299999999998,10.416666666666666,lco
0.168428,10.416666666666666,lco
0.168548,10.416666666666666,lco
0.168621,10.416666666666666,lco
