"timepoint, ms","fr, kHz",mark
0.13616699999999998,15.789473684210526,eho
0.13622499999999998,15.789473684210526,eho
0.136285,15.789473684210526,eho
0.136357,15.789473684210526,eho
0.142528,11.049723756906078,eho
0.142622,11.049723756906078,eho
0.142685,11.049723756906078,eho
0.142783,11.049723756906078,eho
0.14289,11.049723756906078,eho
0.150359,17.75147928994083,eho
0.150427,17.75147928994083,eho
0.15048699999999998,17.75147928994083,eho
0.150528,17.75147928994083,eho
0.158663,2.1321961620469083,delm
0.15914899999999998,2.1321961620469083,delm
0.159626,2.1321961620469083,delm
0.16007,2.1321961620469083,delm
0.160901,1.9047619047619047,delm
0.16155799999999998,1.9047619047619047,delm
0.16195099999999998,1.9047619047619047,delm
0.164625,2.1978021978021975,delm
0.16508199999999998,2.1978021978021975,delm
0.165435,2.1978021978021975,delm
0.165995,2.1978021978021975,delm
0.16644499999999998,2.1978021978021975,delm
0.16827399999999998,1.7740981667652278,delm
0.168781,1.7740981667652278,delm
0.169404,1.7740981667652278,delm
0.169965,1.7740981667652278,delm
0.171596,3.4013605442176873,delm
0.171904,3.4013605442176873,delm
0.17221899999999998,3.4013605442176873,delm
0.172478,3.4013605442176873,delm
0.174374,2.994011976047904,delm
0.174725,2.994011976047904,delm
0.175042,2.994011976047904,delm
0.177042,2.564102564102564,delm
0.17743199999999998,2.564102564102564,delm
0.17957599999999999,2.2123893805309733,delm
0.180061,2.2123893805309733,delm
0.18048,2.2123893805309733,delm
0.182583,2.05761316872428,delm
0.18306899999999998,2.05761316872428,delm
0.185468,1.4587892049598834,delm
0.186113,1.4587892049598834,delm
0.186839,1.4587892049598834,delm
0.188128,2.2573363431151243,delm
0.188604,2.2573363431151243,delm
0.189014,2.2573363431151243,delm
0.191178,2.444987775061125,delm
0.191594,2.444987775061125,delm
0.191996,2.444987775061125,delm
