l_edge,r_edge,n,fr,fr_std,mark
146319,147010,10,15.228426395939087,1.2158742193428387,eho
147626,148094,6,13.58695652173913,1.1225060086664669,eho
152381,153278,8,8.782936010037641,0.8054214221798722,eho
156234,156544,4,14.285714285714285,1.0101525445522106,eho
156620,157712,4,3.024193548387097,0.25893215117211155,delm
158022,158695,2,1.7452006980802794,0.0,delm
159024,160216,4,2.7472527472527473,0.11996959925901024,lco
161451,162728,3,1.699235344095157,0.019170978433803675,delm
164082,164381,4,15.075376884422113,0.7725592051098887,eho
164944,165508,2,2.155172413793103,0.0,delm
165746,166095,5,16.06425702811245,0.8727439401602352,eho
167864,168599,3,3.149606299212598,0.5584142971888003,delm
172156,172531,2,3.6363636363636362,0.0,delm
172534,173479,3,2.366863905325444,0.35092611159034715,delm
181696,182703,3,2.2050716648291067,0.07439275867848902,delm
185649,186466,3,2.789400278940028,0.18193492490350777,delm
189248,190225,3,2.280501710376283,0.034530114431678964,delm
190453,190835,3,7.092198581560284,0.34848363916681796,lco
191016,191436,3,6.25,0.18042195912175824,lco
193186,193911,2,1.6,0.0,delm
194048,194225,2,12.987012987012987,0.0,lco
200443,201067,3,3.8167938931297707,0.42895029031919635,lco
204934,205862,4,3.623188405797101,0.240690616759138,lco
208313,208790,2,2.6525198938992043,0.0,delm
