l_edge,r_edge,n,fr,fr_std,mark
136117,136407,4,15.789473684210526,0.7706608168001964,eho
142478,142940,5,11.049723756906078,0.9042554970256352,eho
150309,150578,4,17.75147928994083,1.78410641274427,eho
158613,160120,4,2.1321961620469083,0.041042434989083935,delm
160851,162001,3,1.9047619047619047,0.27649972075475954,delm
164575,166495,5,2.1978021978021975,0.15821834206726523,delm
168224,170015,4,1.7740981667652278,0.07458502820830586,delm
171546,172528,4,3.4013605442176873,0.14411346307136527,delm
174324,175092,3,2.994011976047904,0.08798231001670577,delm
176992,177482,2,2.564102564102564,0.0,delm
179526,180530,3,2.2123893805309733,0.09325592687004489,delm
182533,183119,2,2.05761316872428,0.0,delm
185418,186889,3,1.4587892049598834,0.049759897559544256,delm
188078,189064,3,2.2573363431151243,0.09708359728333725,delm
191128,192046,3,2.444987775061125,0.02415965880361409,delm
